x,z,ee
3.5,-10,8.488098478
3.5,-9.5,8.764069481
3.5,-9,9.044756732
3.5,-8.5,9.330180767
3.5,-8,9.617341636
3.5,-7.5,9.905085911
3.5,-7,10.19023927
3.5,-6.5,10.46673572
3.5,-6,10.73794492
3.5,-5.5,11.39890552
3.5,-5,0
3.5,-4.5,11.0880573
3.5,-4,10.94477086
3.5,-3.5,11.00385533
3.5,-3,11.02949228
3.5,-2.5,11.03809809
3.5,-2,11.03842606
3.5,-1.5,11.03606474
3.5,-1,11.03262156
3.5,-0.5,11.03031934
3.5,0,11.02947629
3.5,0.5,11.03032071
3.5,1,11.03262427
3.5,1.5,11.03606876
3.5,2,11.03843138
3.5,2.5,11.03810467
3.5,3,11.02950009
3.5,3.5,11.0038644
3.5,4,10.94478127
3.5,4.5,11.08806588
3.5,5,0
3.5,5.5,11.39890601
3.5,6,10.73795539
3.5,6.5,10.46674945
3.5,7,10.19025574
3.5,7.5,9.905104914
3.5,8,9.617363001
3.5,8.5,9.330204291
3.5,9,9.044782216
3.5,9.5,8.764096721
3.5,10,8.488127279
3.5,10.5,8.217938283
3.5,11,7.953006702
3.5,11.5,7.694022743
3.5,12,7.441446788
3.5,12.5,7.195253697
3.5,13,6.955627754
3.5,13.5,6.722567827
3.5,14,6.496093797
3.5,14.5,6.276196732
3.5,15,6.063543804
3.5,15.5,5.856787502
3.5,16,5.657456931
3.5,16.5,5.463862496
3.5,17,5.276436996
3.5,17.5,5.095253558
3.5,18,4.921422634
3.5,18.5,4.752741412
3.5,19,4.589558962
3.5,19.5,4.432462873
3.5,20,4.280987003
4,-20,4.291319704
4,-19.5,4.44323555
4,-19,4.601285523
4,-18.5,4.76522244
4,-18,4.934035756
4,-17.5,5.109230209
4,-17,5.291279964
4,-16.5,5.479614687
4,-16,5.67385056
4,-15.5,5.874696281
4,-15,6.082201456
4,-14.5,6.296526988
4,-14,6.517202743
4,-13.5,6.744380315
4,-13,6.978447865
4,-12.5,7.219013874
4,-12,7.465989559
4,-11.5,7.71929547
4,-11,7.978601449
4,-10.5,8.243067288
4,-10,8.513537566
4,-9.5,8.788227392
4,-9,9.067428182
4,-8.5,9.349191905
4,-8,9.630966265
4,-7.5,9.911946279
4,-7,10.18719021
4,-6.5,10.44107024
4,-6,10.59601453
4,-5.5,10.19414329
4,-5,0
4,-4.5,10.05379834
4,-4,10.7729838
4,-3.5,10.91995563
4,-3,10.9625494
4,-2.5,10.97978974
4,-2,10.98710496
4,-1.5,10.98968645
4,-1,10.98988629
4,-0.5,10.98931259
4,0,10.98936361
4,0.5,10.9893141
4,1,10.98988929
4,1.5,10.98969092
4,2,10.98711088
4,2.5,10.97979706
4,3,10.96255812
4,3.5,10.91996583
4,4,10.77299614
4,4.5,10.05381706
4,5,0
4,5.5,10.19415691
4,6,10.59602648
4,6.5,10.44108427
4,7,10.1872068
4,7.5,9.911965363
4,8,9.630987706
4,8.5,9.349215526
4,9,9.067453781
4,9.5,8.788254774
4,10,8.513566535
4,10.5,8.243097645
4,11,7.978633012
4,11.5,7.719328051
4,12,7.46602298
4,12.5,7.21904797
4,13,6.978482479
4,13.5,6.744415299
4,14,6.517237956
4,14.5,6.296562306
4,15,6.082236762
4,15.5,5.874731465
4,16,5.673885533
4,16.5,5.479649351
4,17,5.291314247
4,17.5,5.109264044
4,18,4.934069074
4,18.5,4.765255185
4,19,4.60131766
4,19.5,4.443267039
4,20,4.291350509
4.5,-20,4.302925483
4.5,-19.5,4.455617145
4.5,-19,4.614474314
4.5,-18.5,4.77874379
4.5,-18,4.948325382
4.5,-17.5,5.124995968
4.5,-17,5.308037943
4.5,-16.5,5.497415607
4.5,-16,5.692686089
4.5,-15.5,5.894883431
4.5,-15,6.103608161
4.5,-14.5,6.318885691
4.5,-14,6.541048153
4.5,-13.5,6.769531443
4.5,-13,7.00480621
4.5,-12.5,7.24629078
4.5,-12,7.494381558
4.5,-11.5,7.748621154
4.5,-11,8.008737247
4.5,-10.5,8.273833019
4.5,-10,8.544512529
4.5,-9.5,8.81893416
4.5,-9,9.097199712
4.5,-8.5,9.377228783
4.5,-8,9.656250873
4.5,-7.5,9.934518894
4.5,-7,10.2082224
4.5,-6.5,10.47275238
4.5,-6,10.70633131
4.5,-5.5,10.8117012
4.5,-5,0
4.5,-4.5,10.774674
4.5,-4,10.85012686
4.5,-3.5,10.88866295
4.5,-3,10.91482126
4.5,-2.5,10.93192088
4.5,-2,10.94199409
4.5,-1.5,10.94695737
4.5,-1,10.94853886
4.5,-0.5,10.94898922
4.5,0,10.94907178
4.5,0.5,10.94899088
4.5,1,10.94854216
4.5,1.5,10.94696229
4.5,2,10.94200059
4.5,2.5,10.93192892
4.5,3,10.9148308
4.5,3.5,10.88867393
4.5,4,10.85013922
4.5,4.5,10.77468773
4.5,5,0
4.5,5.5,10.81171225
4.5,6,10.70634285
4.5,6.5,10.4727663
4.5,7,10.20823896
4.5,7.5,9.934537993
4.5,8,9.656272358
4.5,8.5,9.377252483
4.5,9,9.097225437
4.5,9.5,8.818961701
4.5,10,8.54454169
4.5,10.5,8.273863603
4.5,11,8.008769062
4.5,11.5,7.748654008
4.5,12,7.494415273
4.5,12.5,7.246325183
4.5,13,7.004841138
4.5,13.5,6.769566745
4.5,14,6.541083688
4.5,14.5,6.318921332
4.5,15,6.103643784
4.5,15.5,5.894918932
4.5,16,5.692721368
4.5,16.5,5.497450568
4.5,17,5.308072513
4.5,17.5,5.12503008
4.5,18,4.948358971
4.5,18.5,4.778776794
4.5,19,4.614506692
4.5,19.5,4.455648863
4.5,20,4.302956505
5,-20,4.315719616
5,-19.5,4.46927836
5,-19,4.629037783
5,-18.5,4.793571206
5,-18,4.964726054
5,-17.5,5.142464534
5,-17,5.326557938
5,-16.5,5.516504661
5,-16,5.713631329
5,-15.5,5.917337702
5,-15,6.12718154
5,-14.5,6.344091971
5,-14,6.567406901
5,-13.5,6.797606488
5,-13,7.034335637
5,-12.5,7.27731664
5,-12,7.526600473
5,-11.5,7.782201164
5,-11,8.043580227
5,-10.5,8.309771327
5,-10,8.581560327
5,-9.5,8.856732308
5,-9,9.13508871
5,-8.5,9.413614877
5,-8,9.692970917
5,-7.5,9.97101271
5,-7,10.24501342
5,-6.5,10.52326886
5,-6,10.85676049
5,-5.5,11.39090531
5,-5,0
5,-4.5,11.24042785
5,-4,10.90740153
5,-3.5,10.86126258
5,-3,10.87576129
5,-2.5,10.89212239
5,-2,10.90178593
5,-1.5,10.90691469
5,-1,10.90938881
5,-0.5,10.910084
5,0,10.91036273
5,0.5,10.91008582
5,1,10.90939243
5,1.5,10.90692008
5,2,10.90179304
5,2.5,10.89213116
5,3,10.87577167
5,3.5,10.86127441
5,4,10.90741418
5,4.5,11.24043882
5,5,0
5,5.5,11.3909115
5,6,10.85677068
5,6.5,10.52328242
5,7,10.24502986
5,7.5,9.97103177
5,8,9.692992428
5,8.5,9.413638659
5,9,9.135114568
5,9.5,8.85676003
5,10,8.581589712
5,10.5,8.309802173
5,11,8.043612339
5,11.5,7.782234341
5,12,7.52663453
5,12.5,7.277351397
5,13,7.03437093
5,13.5,6.797642162
5,14,6.567442813
5,14.5,6.344127982
5,15,6.12721753
5,15.5,5.917373565
5,16,5.71366696
5,16.5,5.516539969
5,17,5.326592839
5,17.5,5.142498961
5,18,4.964759946
5,18.5,4.793604502
5,19,4.629070433
5,19.5,4.469310337
5,20,4.315750883
5.5,-20,4.329641461
5.5,-19.5,4.484157202
5.5,-19,4.644361339
5.5,-18.5,4.809823096
5.5,-18,4.982650342
5.5,-17.5,5.161575659
5.5,-17,5.346347208
5.5,-16.5,5.538131345
5.5,-16,5.73663338
5.5,-15.5,5.941783277
5.5,-15,6.153366433
5.5,-14.5,6.371622824
5.5,-14,6.59679646
5.5,-13.5,6.828665691
5.5,-13,7.06688334
5.5,-12.5,7.311803845
5.5,-12,7.562865336
5.5,-11.5,7.820213714
5.5,-11,8.082746482
5.5,-10.5,8.351076804
5.5,-10,8.624265467
5.5,-9.5,8.901534915
5.5,-9,9.181895453
5.5,-8.5,9.461928967
5.5,-8,9.742128651
5.5,-7.5,10.01879244
5.5,-7,10.2884581
5.5,-6.5,10.55467059
5.5,-6,10.86804611
5.5,-5.5,11.78585322
5.5,-5,0
5.5,-4.5,11.25497124
5.5,-4,10.79094757
5.5,-3.5,10.80724088
5.5,-3,10.83859694
5.5,-2.5,10.85803267
5.5,-2,10.86798603
5.5,-1.5,10.87211547
5.5,-1,10.87320834
5.5,-0.5,10.87235681
5.5,0,10.87209683
5.5,0.5,10.8723588
5.5,1,10.87321229
5.5,1.5,10.87212134
5.5,2,10.86799376
5.5,2.5,10.85804221
5.5,3,10.83860822
5.5,3.5,10.80725387
5.5,4,10.790962
5.5,4.5,11.25498278
5.5,5,0
5.5,5.5,11.78585243
5.5,6,10.86805567
5.5,6.5,10.55468398
5.5,7,10.28847442
5.5,7.5,10.01881145
5.5,8,9.742150165
5.5,8.5,9.461952808
5.5,9,9.181921436
5.5,9.5,8.901562841
5.5,10,8.624295115
5.5,10.5,8.351107957
5.5,11,8.082778932
5.5,11.5,7.820247263
5.5,12,7.562899789
5.5,12.5,7.311839015
5.5,13,7.066919057
5.5,13.5,6.82870179
5.5,14,6.596832798
5.5,14.5,6.371659261
5.5,15,6.153402844
5.5,15.5,5.94181955
5.5,16,5.736669409
5.5,16.5,5.538167039
5.5,17,5.346382484
5.5,17.5,5.161610441
5.5,18,4.982684572
5.5,18.5,4.809856721
5.5,19,4.6443943
5.5,19.5,4.484189468
5.5,20,4.329673001
6,-20,4.344623814
6,-19.5,4.500184712
6,-19,4.660763749
6,-18.5,4.827983214
6,-18,5.002029601
6,-17.5,5.182232828
6,-17,5.368409179
6,-16.5,5.56164337
6,-16,5.761632086
6,-15.5,5.968388214
6,-15,6.181748767
6,-14.5,6.401919085
6,-14,6.62869202
6,-13.5,6.86243131
6,-13,7.10286112
6,-12.5,7.349612378
6,-12,7.602899626
6,-11.5,7.862237949
6,-11,8.126900186
6,-10.5,8.398282003
6,-10,8.674443195
6,-9.5,8.954024604
6,-9,9.235460931
6,-8.5,9.518851631
6,-8,9.801989689
6,-7.5,10.08087801
6,-7,10.34907965
6,-6.5,10.59227966
6,-6,10.74800107
6,-5.5,10.40815139
6,-5,0
6,-4.5,9.857359293
6,-4,10.61301379
6,-3.5,10.7682096
6,-3,10.81475275
6,-2.5,10.83176235
6,-2,10.8376593
6,-1.5,10.83825807
6,-1,10.83725047
6,-0.5,10.83629573
6,0,10.83589673
6,0.5,10.8362979
6,1,10.83725479
6,1.5,10.83826447
6,2,10.83766771
6,2.5,10.83177268
6,3,10.81476494
6,3.5,10.76822371
6,4,10.6130305
6,4.5,9.857382906
6,5,0
6,5.5,10.40816137
6,6,10.74801187
6,6.5,10.59229305
6,7,10.34909582
6,7.5,10.08089692
6,8,9.802011196
6,8.5,9.518875557
6,9,9.23548708
6,9.5,8.954052765
6,10,8.674473135
6,10.5,8.398313508
6,11,8.126933038
6,11.5,7.862271932
6,12,7.602934535
6,12.5,7.349648025
6,13,7.10289732
6,13.5,6.862467901
6,14,6.628728846
6,14.5,6.401956007
6,15,6.181785654
6,15.5,5.968424949
6,16,5.761668564
6,16.5,5.561679498
6,17,5.368444871
6,17.5,5.182268007
6,18,5.00206421
6,18.5,4.828017198
6,19,4.660797056
6,19.5,4.500217299
6,20,4.344655657
6.5,-20,4.360592888
6.5,-19.5,4.517284913
6.5,-19,4.678968242
6.5,-18.5,4.84741235
6.5,-18,5.022787382
6.5,-17.5,5.203853049
6.5,-17,5.392044869
6.5,-16.5,5.586883687
6.5,-16,5.78859708
6.5,-15.5,5.997084924
6.5,-15,6.21245327
6.5,-14.5,6.434446003
6.5,-14,6.663277792
6.5,-13.5,6.899156699
6.5,-13,7.141813597
6.5,-12.5,7.391002258
6.5,-12,7.646434889
6.5,-11.5,7.908356014
6.5,-11,8.17654002
6.5,-10.5,8.450405234
6.5,-10,8.729344833
6.5,-9.5,9.012333619
6.5,-9,9.297683792
6.5,-8.5,9.585480796
6.5,-8,9.874029185
6.5,-7.5,10.15882127
6.5,-7,10.43559278
6.5,-6.5,10.69026813
6.5,-6,10.87539754
6.5,-5.5,10.80513267
6.5,-5,0
6.5,-4.5,10.53569282
6.5,-4,10.72482023
6.5,-3.5,10.78897698
6.5,-3,10.8092885
6.5,-2.5,10.81338545
6.5,-2,10.81055715
6.5,-1.5,10.80603746
6.5,-1,10.80191795
6.5,-0.5,10.7989477
6.5,0,10.79789499
6.5,0.5,10.79895009
6.5,1,10.80192268
6.5,1.5,10.80604446
6.5,2,10.8105663
6.5,2.5,10.81339663
6.5,3,10.80930157
6.5,3.5,10.78899184
6.5,4,10.72483696
6.5,4.5,10.53571181
6.5,5,0
6.5,5.5,10.8051444
6.5,6,10.87540836
6.5,6.5,10.69028117
6.5,7,10.43560866
6.5,7.5,10.15884002
6.5,8,9.874050666
6.5,8.5,9.585504816
6.5,9,9.297710141
6.5,9.5,9.012362069
6.5,10,8.729375134
6.5,10.5,8.450437154
6.5,11,8.176573328
6.5,11.5,7.908390501
6.5,12,7.646470325
6.5,12.5,7.391038446
6.5,13,7.141850351
6.5,13.5,6.899193847
6.5,14,6.663315171
6.5,14.5,6.43448347
6.5,15,6.212490692
6.5,15.5,5.997122179
6.5,16,5.788634061
6.5,16.5,5.586920298
6.5,17,5.392081025
6.5,17.5,5.203888675
6.5,18,5.022822411
6.5,18.5,4.847446732
6.5,19,4.679001925
6.5,19.5,4.517317854
6.5,20,4.360625064
7,-20,4.37746829
7,-19.5,4.534113586
7,-19,4.697639859
7,-18.5,4.868026671
7,-18,5.044839201
7,-17.5,5.227394288
7,-17,5.417191309
7,-16.5,5.613812128
7,-16,5.817361671
7,-15.5,6.027776826
7,-15,6.24521461
7,-14.5,6.469612692
7,-14,6.700722179
7,-13.5,6.938746979
7,-13,7.18386932
7,-12.5,7.435178238
7,-12,7.693962998
7,-11.5,7.959159322
7,-11,8.229968289
7,-10.5,8.507083738
7,-10,8.789755012
7,-9.5,9.075739789
7,-9,9.366516407
7,-8.5,9.661037789
7,-8,9.957284961
7,-7.5,10.25217712
7,-7,10.54422224
7,-6.5,10.83210108
7,-6,11.1391406
7,-5.5,11.60894145
7,-5,0
7,-4.5,11.21580515
7,-4,10.88608581
7,-3.5,10.8293505
7,-3,10.812644
7,-2.5,10.79810028
7,-2,10.78485507
7,-1.5,10.77334848
7,-1,10.76481292
7,-0.5,10.75973121
7,0,10.75813059
7,0.5,10.75973385
7,1,10.76481813
7,1.5,10.77335616
7,2,10.78486508
7,2.5,10.79811243
7,3,10.81265805
7,3.5,10.82936617
7,4,10.88610251
7,4.5,11.21582029
7,5,0
7,5.5,11.60894705
7,6,11.13914955
7,6.5,10.83211332
7,7,10.54423768
7,7.5,10.25219565
7,8,9.957306406
7,8.5,9.661061925
7,9,9.36654299
7,9.5,9.075768573
7,10,8.789785742
7,10.5,8.507116151
7,11,8.230002138
7,11.5,7.959194378
7,12,7.693999038
7,12.5,7.435215051
7,13,7.183906706
7,13.5,6.938784757
7,14,6.700760184
7,14.5,6.469650775
7,15,6.245252629
7,15.5,6.02781466
7,16,5.817399211
7,16.5,5.613849275
7,17,5.417227975
7,17.5,5.227430401
7,18,5.044874691
7,18.5,4.86806149
7,19,4.69767396
7,19.5,4.534146926
7,20,4.37750083
7.5,-20,4.395163021
7.5,-19.5,4.553047755
7.5,-19,4.71790564
7.5,-18.5,4.88973451
7.5,-18,5.067427804
7.5,-17.5,5.252257254
7.5,-17,5.443824232
7.5,-16.5,5.642337261
7.5,-16,5.847880343
7.5,-15.5,6.060458795
7.5,-15,6.280090819
7.5,-14.5,6.506853279
7.5,-14,6.7404652
7.5,-13.5,6.980444264
7.5,-13,7.228199842
7.5,-12.5,7.483088467
7.5,-12,7.744780837
7.5,-11.5,8.012702842
7.5,-11,8.287563371
7.5,-10.5,8.568595664
7.5,-10,8.855211539
7.5,-9.5,9.146112667
7.5,-9,9.442758665
7.5,-8.5,9.744302258
7.5,-8,10.04955216
7.5,-7.5,10.35725817
7.5,-7,10.66603128
7.5,-6.5,10.97450675
7.5,-6,11.28379972
7.5,-5.5,11.61622834
7.5,-5,0
7.5,-4.5,10.89255511
7.5,-4,10.88364177
7.5,-3.5,10.84777606
7.5,-3,10.81188377
7.5,-2.5,10.78152161
7.5,-2,10.75697226
7.5,-1.5,10.73798919
7.5,-1,10.72501088
7.5,-0.5,10.7173091
7.5,0,10.71413012
7.5,0.5,10.71731203
7.5,1,10.72501667
7.5,1.5,10.7379977
7.5,2,10.7569833
7.5,2.5,10.78153492
7.5,3,10.81189904
7.5,3.5,10.84779293
7.5,4,10.88365994
7.5,4.5,10.89257438
7.5,5,0
7.5,5.5,11.61623091
7.5,6,11.28380722
7.5,6.5,10.97451808
7.5,7,10.66604619
7.5,7.5,10.35727645
7.5,8,10.04957357
7.5,8.5,9.74432655
7.5,9,9.442785547
7.5,9.5,9.146141864
7.5,10,8.855242773
7.5,10.5,8.568628654
7.5,11,8.287597853
7.5,11.5,8.012738566
7.5,12,7.74481757
7.5,12.5,7.483125989
7.5,13,7.228237944
7.5,13.5,6.980482757
7.5,14,6.740503906
7.5,14.5,6.506892048
7.5,15,6.280129505
7.5,15.5,6.060497274
7.5,16,5.847918502
7.5,16.5,5.642375
7.5,17,5.443861463
7.5,17.5,5.252293902
7.5,18,5.067463807
7.5,18.5,4.889769806
7.5,19,4.717940191
7.5,19.5,4.553081517
7.5,20,4.395195956
8,-20,4.413583474
8,-19.5,4.572790824
8,-19,4.739069622
8,-18.5,4.91243619
8,-18,5.091741996
8,-17.5,5.278341018
8,-17,5.471809042
8,-16.5,5.67231993
8,-16,5.880053279
8,-15.5,6.094919269
8,-15,6.317031874
8,-14.5,6.546321711
8,-14,6.782904008
8,-13.5,7.025439462
8,-13,7.276010213
8,-12.5,7.533889378
8,-12,7.799069148
8,-11.5,8.070579588
8,-11,8.349057856
8,-10.5,8.634275914
8,-10,8.925603169
8,-9.5,9.221838147
8,-9,9.525118936
8,-8.5,9.834202935
8,-8,10.14825495
8,-7.5,10.4687899
8,-7,10.79532693
8,-6.5,11.12538465
8,-6,11.42987758
8,-5.5,11.49244602
8,-5,0
8,-4.5,10.84888863
8,-4,10.91607673
8,-3.5,10.86119047
8,-3,10.80272757
8,-2.5,10.75668239
8,-2,10.72262584
8,-1.5,10.69770758
8,-1,10.68038779
8,-0.5,10.67030748
8,0,10.66674213
8,0.5,10.67031075
8,1,10.68039426
8,1.5,10.69771709
8,2,10.72263813
8,2.5,10.75669715
8,3,10.8027444
8,3.5,10.86120887
8,4,10.91609624
8,4.5,10.84890928
8,5,0
8,5.5,11.49245143
8,6,11.4298841
8,6.5,11.12539504
8,7,10.79534127
8,7.5,10.46880794
8,8,10.14827638
8,8.5,9.834227442
8,9,9.525146193
8,9.5,9.22186785
8,10,8.925635009
8,10.5,8.634309586
8,11,8.349093074
8,11.5,8.070616084
8,12,7.799106679
8,12.5,7.533927705
8,13,7.276049122
8,13.5,7.025478756
8,14,6.782943501
8,14.5,6.546361244
8,15,6.317071302
8,15.5,6.094958462
8,16,5.88009212
8,16.5,5.672358319
8,17,5.471846892
8,17.5,5.278378253
8,18,5.091778552
8,18.5,4.912472006
8,19,4.739104661
8,19.5,4.572825042
8,20,4.413616836
8.5,-20,4.431386201
8.5,-19.5,4.593239973
8.5,-19,4.761026444
8.5,-18.5,4.936023847
8.5,-18,5.11705002
8.5,-17.5,5.305535534
8.5,-17,5.501034875
8.5,-16.5,5.703749231
8.5,-16,5.913770361
8.5,-15.5,6.131101428
8.5,-15,6.355814312
8.5,-14.5,6.58796027
8.5,-14,6.826470681
8.5,-13.5,7.072896461
8.5,-13,7.326551773
8.5,-12.5,7.587907075
8.5,-12,7.856718256
8.5,-11.5,8.131813304
8.5,-11,8.414645877
8.5,-10.5,8.704075695
8.5,-10,8.999655966
8.5,-9.5,9.302495978
8.5,-9,9.611391261
8.5,-8.5,9.927692995
8.5,-8,10.25193027
8.5,-7.5,10.58424737
8.5,-7,10.92827749
8.5,-6.5,11.28870674
8.5,-6,11.66641353
8.5,-5.5,11.98562272
8.5,-5,0
8.5,-4.5,11.19396329
8.5,-4,10.98788661
8.5,-3.5,10.86064503
8.5,-3,10.77790492
8.5,-2.5,10.72066928
8.5,-2,10.67985264
8.5,-1.5,10.64935549
8.5,-1,10.62951415
8.5,-0.5,10.61760232
8.5,0,10.61356713
8.5,0.5,10.61760601
8.5,1,10.62952144
8.5,1.5,10.6493662
8.5,2,10.67986648
8.5,2.5,10.72068588
8.5,3,10.77792378
8.5,3.5,10.86066549
8.5,4,10.98790772
8.5,4.5,11.19398333
8.5,5,0
8.5,5.5,11.98562415
8.5,6,11.66641812
8.5,6.5,11.28871605
8.5,7,10.92829129
8.5,7.5,10.58426524
8.5,8,10.2519518
8.5,8.5,9.927717826
8.5,9,9.611419009
8.5,9.5,9.302526295
8.5,10,8.999688509
8.5,10.5,8.704110162
8.5,11,8.414681948
8.5,11.5,8.131850692
8.5,12,7.856756695
8.5,12.5,7.587946317
8.5,13,7.326591594
8.5,13.5,7.072936654
8.5,14,6.826511056
8.5,14.5,6.588000653
8.5,15,6.355854559
8.5,15.5,6.131141406
8.5,16,5.913809953
8.5,16.5,5.703788333
8.5,17,5.501073401
8.5,17.5,5.305573407
8.5,18,5.117087176
8.5,18.5,4.936060227
8.5,19,4.76106201
8.5,19.5,4.593274684
8.5,20,4.431420034
9,-20,4.450925773
9,-19.5,4.61404469
9,-19,4.783662945
9,-18.5,4.95969703
9,-18,5.143234192
9,-17.5,5.333815141
9,-17,5.531380874
9,-16.5,5.736441759
9,-16,5.948870462
9,-15.5,6.168884447
9,-15,6.396416058
9,-14.5,6.630489767
9,-14,6.872511222
9,-13.5,7.122236854
9,-13,7.379805291
9,-12.5,7.645120391
9,-12,7.917292606
9,-11.5,8.196780515
9,-11,8.483792334
9,-10.5,8.778150336
9,-10,9.078473136
9,-9.5,9.386425449
9,-9,9.70243682
9,-8.5,10.02443988
9,-8,10.3556623
9,-7.5,10.69698038
9,-7,11.05188306
9,-6.5,11.42647294
9,-6,11.81631536
9,-5.5,12.03164229
9,-5,0
9,-4.5,11.05394315
9,-4,10.92655944
9,-3.5,10.80964529
9,-3,10.72711676
9,-2.5,10.66780382
9,-2,10.62411783
9,-1.5,10.59292855
9,-1,10.5712725
9,-0.5,10.55839406
9,0,10.55435966
9,0.5,10.55839824
9,1,10.57128077
9,1.5,10.5929407
9,2,10.62413354
9,2.5,10.66782269
9,3,10.72713824
9,3.5,10.80966872
9,4,10.92658393
9,4.5,11.05396749
9,5,0
9,5.5,12.03164326
9,6,11.81631849
9,6.5,11.42648139
9,7,11.05189647
9,7.5,10.69699822
9,8,10.35568408
9,8.5,10.02446515
9,9,9.702465185
9,9.5,9.386456525
9,10,9.07850654
9,10.5,8.778185733
9,11,8.483829386
9,11.5,8.196818921
9,12,7.917332079
9,12.5,7.645160669
9,13,7.379846135
9,13.5,7.122278052
9,14,6.872552575
9,14.5,6.6305311
9,15,6.39645721
9,15.5,6.16892529
9,16,5.948910875
9,16.5,5.736481642
9,17,5.531420136
9,17.5,5.333853706
9,18,5.143271998
9,18.5,4.959734024
9,19,4.78369908
9,19.5,4.614079933
9,20,4.450960099
9.5,-20,4.470879612
9.5,-19.5,4.635568537
9.5,-19,4.806858036
9.5,-18.5,4.984679727
9.5,-18,5.170167575
9.5,-17.5,5.362855373
9.5,-17,5.562798755
9.5,-16.5,5.770224994
9.5,-16,5.985303252
9.5,-15.5,6.208095288
9.5,-15,6.437553709
9.5,-14.5,6.675256631
9.5,-14,6.920509064
9.5,-13.5,7.174330683
9.5,-13,7.435883889
9.5,-12.5,7.704585177
9.5,-12,7.981503594
9.5,-11.5,8.264965686
9.5,-11,8.556606655
9.5,-10.5,8.855982876
9.5,-10,9.161865369
9.5,-9.5,9.474935895
9.5,-9,9.795507607
9.5,-8.5,10.12332706
9.5,-8,10.46000187
9.5,-7.5,10.80612549
9.5,-7,11.16348703
9.5,-6.5,11.53229693
9.5,-6,11.89433635
9.5,-5.5,12.10572316
9.5,-5,0
9.5,-4.5,10.9062182
9.5,-4,10.79072215
9.5,-3.5,10.71775177
9.5,-3,10.65236416
9.5,-2.5,10.59893251
9.5,-2,10.55785688
9.5,-1.5,10.52668136
9.5,-1,10.50515989
9.5,-0.5,10.49270508
9.5,0,10.48905566
9.5,0.5,10.49270985
9.5,1,10.50516931
9.5,1.5,10.52669521
9.5,2,10.55787482
9.5,2.5,10.5989541
9.5,3,10.65238888
9.5,3.5,10.71777898
9.5,4,10.79075118
9.5,4.5,10.9062476
9.5,5,0
9.5,5.5,12.10572341
9.5,6,11.89433889
9.5,6.5,11.53230498
9.5,7,11.16350033
9.5,7.5,10.80614351
9.5,8,10.46002406
9.5,8.5,10.12335296
9.5,9,9.795536767
9.5,9.5,9.474967887
9.5,10,9.161899786
9.5,10.5,8.856019363
9.5,11,8.556644847
9.5,11.5,8.265005253
9.5,12,7.981544242
9.5,12.5,7.704626623
9.5,13,7.435925883
9.5,13.5,7.174373001
9.5,14,6.920551502
9.5,14.5,6.675299007
9.5,15,6.437595865
9.5,15.5,6.208137077
9.5,16,5.985344563
9.5,16.5,5.770265725
9.5,17,5.562838814
9.5,17.5,5.362894687
9.5,18,5.170206081
9.5,18.5,4.984717375
9.5,19,4.806894779
9.5,19.5,4.635604345
9.5,20,4.470914462
10,-20,4.491128667
10,-19.5,4.657099042
10,-19,4.83048257
10,-18.5,5.010179668
10,-18,5.197713624
10,-17.5,5.392617641
10,-17,5.594966075
10,-16.5,5.804996398
10,-16,6.022883021
10,-15.5,6.248677137
10,-15,6.481141878
10,-14.5,6.721942054
10,-14,6.97094238
10,-13.5,7.228575997
10,-13,7.494199374
10,-12.5,7.767400449
10,-12,8.048106968
10,-11.5,8.336512461
10,-11,8.632926113
10,-10.5,8.937913513
10,-10,9.24798732
10,-9.5,9.566241525
10,-9,9.892243103
10,-8.5,10.22478304
10,-8,10.56535592
10,-7.5,10.91431351
10,-7,11.26960923
10,-6.5,11.62662829
10,-6,11.94685273
10,-5.5,11.92913862
10,-5,0
10,-4.5,10.52872829
10,-4,10.64690516
10,-3.5,10.61283382
10,-3,10.56424851
10,-2.5,10.51952988
10,-2,10.48142053
10,-1.5,10.45264278
10,-1,10.43258746
10,-0.5,10.42047952
10,0,10.41612955
10,0.5,10.42048496
10,1,10.43259821
10,1.5,10.45265859
10,2,10.48144104
10,2.5,10.51955464
10,3,10.56427696
10,3.5,10.61286535
10,4,10.6469392
10,4.5,10.52876489
10,5,0
10,5.5,11.92914037
10,6,11.94685545
10,6.5,11.62663635
10,7,11.26962271
10,7.5,10.91433193
10,8,10.56537875
10,8.5,10.22480977
10,9,9.892273252
10,9.5,9.566274629
10,10,9.248022947
10,10.5,8.937951264
10,11,8.632965617
10,11.5,8.336553358
10,12,8.048148942
10,12.5,7.76744321
10,13,7.494242652
10,13.5,7.228619559
10,14,6.970986018
10,14.5,6.721985578
10,15,6.481185125
10,15.5,6.248719961
10,16,6.02292531
10,16.5,5.805038048
10,17,5.595006997
10,17.5,5.392657761
10,18,5.197752882
10,18.5,5.010218016
10,19,4.830519963
10,19.5,4.657135456
10,20,4.491164075
10.5,-20,4.511547218
10.5,-19.5,4.679162951
10.5,-19,4.854399219
10.5,-18.5,5.036054965
10.5,-18,5.225725813
10.5,-17.5,5.422951384
10.5,-17,5.627826377
10.5,-16.5,5.840599644
10.5,-16,6.061440711
10.5,-15.5,6.289135185
10.5,-15,6.525383497
10.5,-14.5,6.769670713
10.5,-14,7.023154888
10.5,-13.5,7.284890888
10.5,-13,7.554453232
10.5,-12.5,7.83198253
